review_key,competitor,review,stage,error
ba51a921e627d1d57709a123146b021f3e533f3fdd181c8a521366de2eb34427,Yelp,"It's a scam! It's a joke! Been in business for over 9 years and they're the worst. Not only do they scam you out of your money, the results are also terrible.",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
1afdd989002ff6a3ffdc75cf4a801c494e0405f85054036cf364180061a1c42c,Yelp,"I have 4, 5 star reviews for my business. Nome of them show up on my page. I paid Yelp $300+ for one of their subscriptions, and I can even get one of my well-earned reviews to even show up on my page. Yelp is not for business owners",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
25f15242f479b51d9ea13c6b2079299e1a0cc0b97442b355ae6aa172e5757ba5,Yelp,"It gives individuals the opportunity to steal others generational wealth and land. Then, I have a diverse of business to claim and it is telling me my communication or network 🛜 is not working. But I'm getting a ton of notifications from telegram. Weird 🤔??",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
ba31bcf6b56270d4ee3b7b01c416d0bb4902a50a23b24fe024a87f603c5157f0,Yelp,"DO NOT GET SCAMMED This app and service are an absolute joke. If you like being bombarded by scammers and telemarketers, than this service is for you! 2 months, not a single tangible lead, only 2 phone calls with people inquiring about work that lived withing 100 miles of my location. The meassaging system is HORRIBLE and causes all kinds of communications with people who may actually be intrested. Save your money, advertise on Facebook or social media. In 2 months i have been charged over $1000",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
e80b7302b65a2a13a29a937d4d460d755c3d3cd7b47c45b4166fba2f0b7509be,Yelp,They charge without letting you know. No invoices,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
c1945a19a00769d1cd242f83c8942b52b667f0a2cbf4307fed18c573eb59c704,Yelp,Fraud do not fall for there talking skills instead of helping there drain your money I was just charge for something that was not what I was expecting.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
5ed39e7ccb0a7d4e10728997e0295a1b11cab2735e85b5eb237c15348ea78855,Yelp,Never use this app. The only calls I've received have been scam calls and I was charged $160. I called them immediately for a refund and was told they cannot help me. I have contacted my bank for a dispute as I was charged before the date I was told the charge would process.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
201e8c06989b8a7647943936f4bcbaa105383fbef2b00959d0faee1c64d953a7,Yelp,Trying to rob me,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
c0f81cad74697e2ba213890dc7f7d3282ac2731230848278b18cc1452f56a538,Yelp,Average to so - so,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
419c22c480f95933061a8b85b4ed3931bee5c0a9de09cb8feb066ee7ad40f4e2,Yelp,I use the app on my old phone for my business but not able to use now with my new phone it says it's not compatible.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
bb624cecc536c45a080eec049d9259ce018c6c3418ee5fe2e6d6856df9169ce4,Yelp,They called talking about $900 in free yelp ads and they would set everything up for me I logged in 2 weeks later and $600 was used in free ads. The service was canceled. 3 months later I received a charge In my account from them for $646 for only spam calls from the service team. The $646 was supposed to be free ads but actually billed to my card.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
d7a7b9af3f1284be64e5fd9459cf80e03ecc5c513b7e5dae0e390fb5d4f6a2eb,Yelp,Terrible customer service. Once they get you to commit to adds it's impossible to cancel. I'm still getting charged 450.00 a month for adds. Haven't had any luck with any more traffic than I had before.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
a105d9102467f0f2a1f52c8637a9c9e7252c3fee62ca308d7700ade001a88d70,Yelp,"Yelp advertising is a scam. Stay far away. They will quote you a rate per day and then charge you more than the rate. Super shady folks. Terrible customer service. When you tell them to cancel, they will still continue trying to push you to continue paying for service. Long wait times. I didnt receive a single sale from their advertising",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
e8c47ee827dae0d03aec96731dc8e6321bbb98f67b43daee0b2b699a27a74d07,Yelp,Yelp is the horrible website everyone wants to just leave them alone. Website is designed to extort ad payment from small businesses by only allowing negative reviews to appear until the business agrees to pay for ads.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
05c3f2942ca8f27feaa0d3ff1c6416ef2193f9b12a166cb0b2ec767d055e7bb0,Yelp,I have scheduled two phone calls with Yelp for training both times I was stood up. No call no show. And now you want to charge my card $138? Oh no no no no no.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
67fac3c8de95440cf79447ac2b7985c4532211ed9c678ba3e2606d5531fe5c12,Yelp,"I had signed up to deactivate my account because they were pulling money from the bank after they told me that I was going to get a $300 credit. I realized money was taken from account, someone from Yelp contacted me, and told me I want my account to be removed. My company hasn't started as yet i had trashed the idea of started a business now I am still getting emails saying that I owe them when I had used your service it was only a few days after signing up that I had deactivate my account.",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
00830dbf689b3f9ea7c83a88f72db6fa5d631f43a1d69d014d720607b1780de2,Yelp,"I received the worst smoothie I ever had($12,00) . From Ventura juice company.",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
d2ca9db2a1a476e01cd09f6cfdf2295d85d9fa575dca0215f4eec166c85a9b66,Yelp,"Yelp takes away your freedom of speech. Not worth your time. Their ""fact checkers"" are faster to remove the truth then Twitter lmao",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
3c788721ac31029b5add550a4d327da67956dd1cb0f12bcc6408bf2dac9156c8,Yelp,Horrible service they are very sneaky and there terms and conditions are questionable as well as there service. I was told 150$ a month and in 2 weeks they charge my bank account 145$. Yeah not for me buyer beware.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
785bb284273e7a3690469689ed5744ff75f7fce3d45553d256b354e545e79494,Yelp,This is a huge scam!!!,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
a4c6f52da711c31d3dd604adb8e071023ece046a99cdbf0ef4e7ee5bba193a7e,Yelp,2 months now after the update that broke the app and still not fixed. Emails and calls to support about this go unanswered. Seem confused as to why i would want to see details about a customer thats contacting me and not the login screen over and over. Update broke my ability to see potential customers reviews. Click on customers reviews from the messaging requested service and its an endless loop of forced login again and again.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
318939cb3cfa51a05aeba3839b708fa2ae2047639a62a2f06a67d69bdd2033b5,Yelp,"As a consumer Yelp is fine. But as a business my account listing was closed because my business was via email and phone. However I appealed and I showed Yelp 10+ exact same businesses around my area that are listed on Yelp, all without a physical place of Business. They refused to even have the courtesy to explain why those business are listed and mine isn't. Just denied it. Very disappointed in what Yelp has become.",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
2dd83e6990799d54f26a2a6770c8b1c4f2ec6a4121e68396df27bb6b40c5c202,Yelp,"Yelp deleted genuine reviews of customers because they're yelp accounts were new so they deemed the reviews fake. My real clients make yelp accounts to give me a review and yelp delete it because apparently they only want ppl that have been in the yelp community to post reviews. Ridiculous how can anyone become part of the ""yelp community "" if they're newest reviews get deleted. And the app is so glitchy. I got an inquiry about my services and the app wouldn't function saying pls try again.",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
69d5d6cb1c15b50386a4fb4d8433ff26ab7d76f40c8062cd1897abe87e26f6c3,Yelp,Terrible practices. They continue to try and charge me $457 after I canceled the trial. Stay away from this company. I can see them being sued someday.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
4f07800f0d970e22b6e1119331ad5570dfbc553d683d8cc6104dec68e10a64c0,Yelp,"Regularly, do not get notifications since the last update. I use the android platform. I sent a proposal out to a potential customer. They wanted me to come out today, but I never got the notification back. Long story short is I missed out on a job.",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
7b74594f1eaaa0e9e53b8b6bbd014dba6522dd553e6ff1f798c097dc54dfcb55,Yelp,"Yelp guy helped me set up my business profile and had me under the impression that there was a 900.00 dollar credit I could use for advertising to test how it could go for a few days as a promotional offer. A few days later it's being charged to my bank account. No. That's not proper communication. I did not consent to this. There is no customer service number? You call and it's ""outside of operating hours"". When hours of operation state to be available from 5am in the morning Monday through Fri",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
d4497b5ffbd23f3a3e1c4f3175381f87e619ba3cccfb65e4da4dc2a2d384bb23,Yelp,I have to use this app for my new work duties. And it was working fine until it randomly stopped sending me notifications for leads and messages. (Which is one my primary duties). I called the support number theres no I.T to help me and told me there was nothing they could do. All of my notifications settings are on my phone and the app. And the trouble shooting does not work. I've tried 5 times. Even checked with Google support. Bad experience and might get demoted because of this bug.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
cd735d6a6ec96d1aca56b416a17165800f40a90f8162bd5662c8ad27ca880ed7,Yelp,"Yelp business is a scam! Do not use it! They charged me $1,678.81 on my credit card without me knowing and refuse to refund me! Stay away!",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
d10d42628de9f176047ce13ff5da969b7597ca152c9b7d1237dcf3312b4de477,Yelp,Unless you pay to have your ads in the top of searches: Don't bother.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
ae1a7e68ab5d6b0284891e205248a64764cfc6d703f23c44baf88accdf7dca97,Yelp,Ain't no different than angi leads they are just as bad as the scams I got through their website. Do not use any of these money taking people find a way to promote yourself it is possible.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
e6af77779918a56ea293da52f39197e02d14e5843d9728ae6c415e8201d979b6,Yelp,First off stay away worst company for ripping you off that I've ever seen in my life they will offer you free ads then every time someone clicks even if it's one of their paid people clicking you get charged even if you don't make any money off of their ads because nobody gets your business you still pay for them clicking and when you cancel they charge you more then what you owe it's also a progressive click it costs more each day The Click gets more expensive definitely beware and stay away -1,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
72756da39c0c83d2518e2f3fd0f11ad8c313102cab35dfd08b5c0340d3d15c93,Yelp,"I’ve had over 100 legitimate reviews removed, which is frustrating. Not only that, but I constantly receive calls from Yelp asking me to pay for ads, even though I already have ads running. It’s a waste of time. Additionally, over the past two months, I’ve noticed that the system isn’t working properly, as I don’t receive customer messages right away. I have to continuously check Yelp to see if there are any new messages. Another issue is that when a customer contac",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
0d17f2b225185bdb98951042adda1590021d8c7a3cb7363aef39e1cca417b7b3,Yelp,Love Yelp. Wish they could work with me financial issue but the platform itself is amazing,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
071feb13fa628c4b9f2f03bc3421dd3af504d0e5efbd215554b8bbbb3e514e65,Yelp,Unbelievable amount of spam calls by advertising with yelp. You will just be paying for scam calls non stop.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
5ba1d5614a1bd6a802ff9ccb3a64aabd4744aa14aef7eb7fed4649d30aa183f6,Yelp,Terrible app why you guys are here,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
f65898d888f17d07ab651b5cf1b495b450269e82a505a4de8b4a37674bd9ff18,Yelp,Trash company. Yelp used to be really awesome for businesses but now it's a total scam. All they want is money they scam thousands of dollars for barely anything worst company ever.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
a132561bbc03a74041784db448f7b04c94a00e57dd57a7e4fc231e512f6ad8a0,Yelp,If its free trial that means that if my cards goid you charge it on the day agreed so if you sent it because I used it and the exact amount isn't on today then maybe my deposit goes on in o thats none of your business but your offer is false and fraudulent,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
54ff7e53149774ea2832bcf362ce356ddb880692f38815f454e9a9734ef9a2ad,Yelp,"I finally convinced myself to purchase a free ad from yelp. I explained what we did because they seemed to not know even though my company is S. Concrete. My add went up and wouldn't you know it, I got requests for asphalt and masonry work only. Then, they said people will see your advertisement and request your services. Wouldn't you know it, I had several requests, and ""0"" responses back after I reached out to them. I talked to yelp representative and was ultimately told it was my fault.",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
0b876bce16ad218c443cd8a2af797e045a569c1ca1ae467b2bd96b6e1fb8fdff,Yelp,Worst business app... They always remove all the good reviews you get and only keep the bad ones... Worst mistake I have made by adding my business on it.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
42907ccd51da7d6c890fea3db3417c2f4bfcf31881662391e502ceb005804fc4,Yelp,Not recommended. First I got pressured to buy add-ons. So I did. Then I got nothing but spam calls every day for three weeks no leads. Their automated system blocked any good reviews I got. I had to jump through hoops with customer service to cancel any adds I had that cost way too much for what they offer. I was not happy,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
c9838cea43239e50ee705933774b520d895375347eb935f06624d7d91fa21ba1,Yelp,"Very bad app for business all the negative you can think freezing, comments not passing very expensive to advertise not favorable for business by any mean",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
