repair_queue_type,repair_reasons,reviewId,rating,publishedDate,text,competitor,year,manual_relevance,manual_user_type,primary_complaint_theme,secondary_complaint_theme,manual_complaint_themes,manual_severity,annotation_method,annotation_status
suspect_ai_label,spam_theme_may_be_low_response,6a62013e9e5f86d1fc7ab387,1,2026-07-23 13:55:42+00:00,Not a single response except from a clearly unqualified person,Bark,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,customer_label_with_lead_roi_language,6a61c85a20b5940ac1ae4b33,1,2026-07-23 09:52:58+00:00,"Terrible experience with Bark. Many job leads appear to be unverified, yet professionals still have to pay credits to contact them. When a lead is fake, inactive or misleading, Bark takes little responsibility and often refuses to refund the credits.

Customer support was unhelpful, and my complaints were not taken seriously. The platform seems more focused on selling credits than protecting the professionals who pay to use the service. Based on my experience, Bark is unreliable, unfair and not worth the money.

",Bark,2026,Relevant,Customer,Provider verification / safety,,Provider verification / safety,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,customer_label_with_lead_roi_language,6a6089455a7d940ef8440f38,1,2026-07-22 11:11:33+00:00,"Complete scam. I invested money into Bark and didn't receive a single genuine response. The only person who contacted me went on to harass me and send explicit images.

I genuinely don't feel that the ""leads"" are real or worthwhile. Save your money and invest it elsewhere.",Bark,2026,Relevant,Customer,Provider verification / safety,,Provider verification / safety,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,large_money_words_not_high,6a5faffbffb2a82e69a7759f,1,2026-07-21 19:44:27+00:00,"As a tree surgeon leads are overpriced, often with barely any detail. As a comparison; my builder offers a pay per lead option, leads have more detail, allow you to give an indication of price before the customer even shortlists you so the quality of lead is better. I have sent suggestions to bark numerous times over the last 2'years on how to improve the service but nothing ever changes. 

I have screenshots of duplicate postings for the same job, others saying be first to respond that I refreshed then bought and called the customer to be told they'd already had numerous other tradesmen call them from the bark posting.

How can a tree job worth £350 cost 17 credits ( currently almost £37) but a landscaping job worth thousands cost 10 credits? 

TLDR; MyBuilder is geared to actually find decent people for the jobs, Bark is geared to get tradesmen to pay as much as possible for jobs they know little about and as such doesn't benefit the customer because they will get numerous calls from people that decide to not take the job. 

I am saving up all my information before going to whatever body governs this area and I'd suggest you do the same whether you posts jobs or waste money on credits. It used to be decent but has rapidly gone downhill over last few years. 

If anyone from bark reads this I'm more than happy to have a conversation and provide proof of everything I've said.",Bark,2026,Relevant,Service Provider / Business,Poor lead quality,,Poor lead quality,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,customer_label_with_lead_roi_language,6a5fa26b3dfe6498764df999,1,2026-07-21 18:46:35+00:00,"I bought the Starter Pack because of Bark.com’s prominent “Get Hired Guarantee” advertising:
“If you’re not hired during the starter pack, we’ll return all the credits.”

I used the credits to contact leads but got zero hires. The leads were low-quality and ineffective. Simply returning credits does not fulfill the advertised guarantee.

This practice violates the Federal Trade Commission Act (15 U.S.C. § 45), which prohibits unfair or deceptive acts and practices in commerce, including misleading advertising and guarantees.

Other U.S professionals should be very careful before spending money here.",Bark,2026,Relevant,Customer,Pricing / quote transparency,,Pricing / quote transparency,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,spam_theme_may_be_low_response,6a5f3d64783951387d552525,1,2026-07-21 11:35:32+00:00,No responses,Bark,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,large_explicit_money_impact_not_high,6a5f384d2029fa19ba85a412,1,2026-07-21 11:13:49+00:00,"I had John from Tree and Landscape limited come to my home, charge me £150 after decreasing it from £560 (Red flag already and clearly desperate for work) and not finish the job. He seemed proud of his work, but when I expressed I was unhappy, and asked why he wasn't taking the waste with him, he said there would be another charge. If this is the work you're doing for people, whether it be for £150 or £560 - This is unacceptable. 3 hours and all he did was strim the grass. Didn't even bring a lawn mower. Do better. ",Bark,2026,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,large_explicit_money_impact_not_high | large_money_words_not_high,6a5ec837a4e599b6246e0ccb,3,2026-07-21 03:15:35+00:00,"Bark has the potential to be a useful platform, and the website itself is easy to use. However, after purchasing multiple credit packages and Bark Premium, I haven't secured a single client.

The biggest issue isn't the number of enquiries—it's the quality and filtering. A significant proportion of leads either never respond after you've spent credits, or they're private individuals, students or very small businesses with extremely limited budgets. Many of the projects I saw were in the £250–£950 range, with some considerably lower.

For that reason, I think Bark currently works best for low to mid-skilled freelancers who are happy to take on smaller projects. If you're an established agency or a senior consultant whose projects typically start at several thousand pounds, the platform is much harder to justify commercially.

There are two improvements that I believe would make a huge difference:

• Require business enquiries to include a registered company name (verified where possible via Companies House filter) so providers can distinguish genuine businesses from speculative enquiries.

• Allow providers to filter leads by annual turnover, rather than just service category and location or size (a SME that does £100k revenue and one that does £700k will have much more regular and better budgeted work). Not every provider is targeting the same type of client, and the platform should reflect that.

I genuinely hope Bark continues to improve because the concept is strong. Better qualification and filtering would make it a much more valuable platform for established agencies and experienced professionals, not just freelancers competing for lower-value work.",Bark,2026,Relevant,Service Provider / Business,Poor lead quality,,Poor lead quality,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,customer_label_with_lead_roi_language,6a5e859aa16be06e59a74723,1,2026-07-20 22:31:22+00:00,Client depuis 2023. Pas un seul lead ! Que de la perte d'argent. Il promette satisfait ou reconduit mais ça reste 0 lead ,Bark,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,spam_theme_may_be_low_response,6a5dedd4132a825c95f72c91,2,2026-07-20 11:43:48+00:00,No response whatsoever ,Bark,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,spam_theme_may_be_low_response,6a5ded7b20a679290f597511,1,2026-07-20 11:42:19+00:00,no response.. waste of time ,Bark,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,spam_theme_may_be_low_response,6a5decefd71fdc34dec1b6b2,1,2026-07-20 11:39:59+00:00,Not one reply to my request and the same thing happened the first time I tried it ,Bark,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,spam_theme_may_be_low_response,6a5deccd72bfbdcc8dfe4d1b,1,2026-07-20 11:39:25+00:00,No response!,Bark,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,spam_theme_may_be_low_response,6a5decbd635192c30ec07d41,1,2026-07-20 11:39:09+00:00,Rubbish. Filled in my details. Not had any response. Waste of time.,Bark,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,spam_theme_may_be_low_response,6a5debd58776d73931319b8b,1,2026-07-20 11:35:17+00:00,No credible responses received ,Bark,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,spam_theme_may_be_low_response,6a58ab6c9a7a15e2c6e68dec,3,2026-07-16 11:59:08+00:00,Too slow too respond ,Bark,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Low,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,large_explicit_money_impact_not_high,6a56d5001eb201f29f9a05b7,1,2026-07-15 02:32:01+00:00,"This is a completely useless and terrible website. So far, I have paid around $10,000 to Bark.com just buying credits. However, I received a fake negative review on my profile from someone who isn't even in my business records. Despite this, the Bark.com team refuses to remove it. I have reported it and spoken to support multiple times, but to no avail. The Bark team always sides with the client while taking money from freelancers.

Even when I submit legitimate credit return forms, they get rejected. Bark.com just takes your money with zero guarantees, completely wasting your hard-earned funds.",Bark,2026,Relevant,Service Provider / Business,Review trust / moderation,Billing / refunds,Review trust / moderation | Billing / refunds,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,fake_invalid_leads_without_lead_evidence,6a4a35bfa20331391e9752c5,1,2026-07-05 12:45:19+00:00,"Das Pay-per-introduction-prinzip ist einfach ein großer Bullshit und damit verdient bark sein Geld.
Der Dienstleister zahlt für einen Auftrag, den er noch nicht bekommen hat.Dienstleister sollten eine Sammelklage am Europäischen Gerichtshof einreichen.Falls Anwälte mal was Ehrenhaftes tun wollen, Bitte 🙏🙏",Bark,2026,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,fake_invalid_leads_without_lead_evidence,6a4809dab1a722c10592fbe6,1,2026-07-03 21:13:30+00:00,Ich bin professioneller Dienstleister im Bereich Musik. ( Band und DJ) Hab Bark mal ausprobiert was mich 150€ gekostet hat. 20 anschreiben und keine Reaktion. Für mich ein Fake!,Bark,2026,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,spam_theme_may_be_low_response,6a3e3168e9f4913a05dd9e5a,3,2026-06-26 09:59:36+00:00,useful had 3 responses,Bark,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Low,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,6a2ffe80749d50a47e23bbe5,3,2026-06-15 15:30:40+00:00,im trying to find what bark is so thats why i marked you as 3 star.,Bark,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,customer_label_with_lead_roi_language,6a0ae9a785c193ea364cab91,2,2026-05-18 12:27:51+00:00,"I found it hard to navigate through the  app. I had a job already opened for a long time and couldn’t find any leads; and everytime I wanted to research for leads, it kept on asking to put in a new job which was a bit tedious. I found only one local person to do the job  which should cost about £50, but was quoted £300 on Bark. I eventually left the app and used MyBuilder which was far much better to use and reasonable quotations came in for the exact same job. I ended up getting someone to do the job from that app",Bark,2026,Relevant,Customer,Platform usability / technical issues,Pricing / quote transparency,Platform usability / technical issues | Pricing / quote transparency,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,large_explicit_money_impact_not_high,6a04b8378f2588dee4a84fdf,3,2026-05-13 19:43:19+00:00,"This company is commendable, as approximately 95% of their leads are legitimate. We successfully established our business using Bark.com, and I wholeheartedly endorse it to others.

You might wonder, then, why only three stars? Last year, they revised their terms and conditions twice concerning the credits we purchased. Previously, these credits did not have an expiration date. Last year, this was altered to a 12-month expiry, which was still acceptable. Subsequently, it was changed again to a three-month expiry, which we found to be quite unfair. As a result, we forfeited 500 credits, equivalent to a monetary value of £700. It seems unreasonable to impose such a short expiration period on credits that customers have paid for. Consequently, we have decided to discontinue our use of the service and have closed our account.

Therefore, should you consider utilizing Bark.com, please be aware of this particular policy.",Bark,2026,Relevant,Service Provider / Business,Poor ROI / expensive leads,,Poor ROI / expensive leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,large_explicit_money_impact_not_high,69f4b42cdf0711a964003b63,2,2026-05-01 16:09:48+00:00,"Lucy Cohen (Lucy in the Garden} came twice for 2 x6 hours a day.  I was really pleased with her and she did a wonderful job, very professional but she felt it was a bit to far to travel on a weekly basis. About the same time Gema Gardening came to see the garden and accepted the job but this experience was just the opposite. What she actually said she would do didn't really happen in reality.  The garden looked worse than when she started and was left in a terrible mess.  All the slate removed from the garden has just been left at the side of the house.  She always wanted paying up front which I don't usually do. I have paid out £4,850 and can see little for it. No invoices, receipts for the money she had received by cheque apart from the first one.  This experience has really got to me,
It is 1 star for Gem Gardening and 5star for Lucy in the Garden.",Bark,2026,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,69a7aeef8f1f7e51df695569,3,2026-03-04 06:02:55+00:00,"Le début est un peu long et manque de dynamisme. Mais au fil du film, les pièces du puzzle s’assemblent progressivement, et la leçon finale prend tout son sens.",Bark,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,large_explicit_money_impact_not_high,69a48cd48641231c811285cf,2,2026-03-01 21:00:36+00:00,"I feel that the adverts are misleading. for example, a decorator for £220.  Unfortunately, my experience was that a painter through Bark charged me £720 for 2 medium sized rooms, painting walls only and with no prep or gloss paint used.  The way the price was given to me was ambiguous at best and I was misled into thinking it was £360 for both rooms.  I guess we live and learn! ",Bark,2026,Relevant,Customer,Pricing / quote transparency,,Pricing / quote transparency,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,large_money_words_not_high,69a1f58592068b968c010322,2,2026-02-27 21:50:29+00:00,"Back when I first got on bark for my personal training business, one of the questions they would ask people looking for trainers was where they wanted to have their sessions, at home gym, at the park, public gym and so on. Then at some point they stopped adding that as a question which made it harder to figure out exactly where they wanted to train at which just pretty much wasted my time because I did it out of a private home gym and I would waste the credits reaching out to them only to find out they wanted to train at their place or at their gym or some other location other than where I was doing it at. Plus the credits are more expensive than they used to be. I'm pretty much going to just delete the app as a whole. Plus a lot of the people looking for trainers have no idea how much they cost because some of them say they want their training sessions daily? Which is hundreds of dollars per week.",Bark,2026,Relevant,Service Provider / Business,Poor lead quality,,Poor lead quality,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,customer_label_with_lead_roi_language,6987184b3e876efaf710329a,3,2026-02-07 12:47:39+00:00,"Some of the lads are great some a waste of time but my biggest gripe is unhelpful customer support from some of the team and thoughtless responses that I feel are designed to waste time and stop me querying leads. Also not happy with some changes to T and Cs with no warning eg increasing the number of credits needed for a lead, shortening the time period you can use them in",Bark,2026,Relevant,Customer,Customer support,Misleading claims / transparency,Customer support | Misleading claims / transparency,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,unresponsive_leads_may_be_support,696220927aaab443a126c87f,3,2026-01-10 11:49:06+00:00,"Borderline useless, I have used Bark now for a couple of years and have kept a balance with them in the hope that something material comes from it. However, over 2 years I have only had about 5 enquirers of those 1 was a competitor and the other 4 never replied to calls or emails. ",Bark,2026,Relevant,Service Provider / Business,Unresponsive leads,,Unresponsive leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,pricing_theme_may_be_technical_issue,6950876b557515a99c0aa4d3,3,2025-12-28 03:27:07+00:00,"Since I've used HiPages before, my review is comparative.
With Bark, the capacity is there to communicate the requirement with trades people. I did enter full details of the work required, with photographs. However the one trades person who contacted me did not seem to be informed of the details and I had to re-convey.",Bark,2025,Relevant,Customer,Pricing / quote transparency,,Pricing / quote transparency,Low,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,large_explicit_money_impact_not_high,693e8624eab8ad47578a4903,2,2025-12-14 11:40:52+00:00,"the work was not done well,The work was done poorly, the problem was not fixed, water is leaking through the roof, the amount of money paid was €3,950, but the problem was not fixed.",Bark,2025,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,spam_theme_may_be_low_response,692d7ca338ee477d5e56f239,2,2025-12-01 13:31:47+00:00,No one responded !!,Bark,2025,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,customer_label_with_lead_roi_language,691d7f2bfa71a42ca87aeddf,2,2025-11-19 10:26:19+00:00,"I am on the essential plan with Bark in Australia and have had not one single lead which I did find interesting as usually I would get leads off ads direct with meta and wanted to try Bark.
The staff was supportive but paying for the essentail fee and not a single lead as a Personal Trainer was so dissapoiting (Bark also said my profile was great with good google reviews and images etc )  ",Bark,2025,Relevant,Customer,Pricing / quote transparency,,Pricing / quote transparency,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,large_explicit_money_impact_not_high,6911ca23455ae1a02058c1f0,2,2025-11-10 13:18:59+00:00,"Lead quality are poor. Out of 40 leads, we've manage to win 1. And we've been contacting the leads within the hour.

They use to refund poor quality leads but not anymore.

They've also got 3 months expiry on credits. I will now stop using this service as spent over £500 for one client.",Bark,2025,Relevant,Service Provider / Business,Poor lead quality,,Poor lead quality,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
