reviewId,competitor,rating,publishedDate,text,relevance,user_type,user_type_confidence,complaint_themes,severity,manual_relevance,manual_user_type,manual_complaint_themes,manual_severity,manual_notes,annotation_method,annotation_status
699ae32e46f95814c0b9cf75,Bark,3,2026-02-22 13:06:22+00:00,Quick and easy,Relevant,Unknown,Low,Other / Manual Review,Low,Exclude,Not applicable,Not applicable,Not applicable,Positive review with no complaint.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a6e2a160dd0126f7024be70,Bark,1,2026-08-01 19:17:10+00:00,The company that was suggested to us did a very bad job. My 88 year mother got ripped off by this company unfortunately. joeevergreen_gmail.com ,Relevant,Customer,Medium,Provider quality,Medium,Relevant,Customer,Provider quality | Provider verification / safety,High,Customer says recommended company did very bad work and elderly mother was ripped off.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
69122c9942df85df5b8a0f01,Yell,1,2025-11-10 20:19:05+00:00,Scammers !!! They're never will provide you with service which they're promised !!! Avoid the and better deal with google ads direct yourself as with yell you will only loose money's!!!,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Misleading claims / transparency | Poor ROI / expensive leads,Medium,Business alleges promised service is not delivered and money is lost.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a65eb2773389e4213706383,Bark,1,2026-07-26 13:10:31+00:00,"If you looking for a service that will be useless, incompetent and just down right crap. This is the company for you. Wow bark they should change there name to the stuff that comes out the dog. ",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Unknown,Other,Low,General negative Bark complaint with no specific issue described.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a61e0b000be517a3afa4df4,Bark,1,2026-07-23 11:36:48+00:00,Kind of rubbish got pested by an AI call bot over and over again. No response from agencies. Found what I was looking for on Facebook. Bark is a bit of a redundant service.,Relevant,Customer,High,Finding a provider / low response,Medium,Relevant,Customer,Finding a provider / low response | Privacy / unwanted contact | Platform usability,Medium,"Customer got repeated AI calls, no agency response and found service elsewhere.",AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a56b7240350fcd333d21250,Bark,1,2026-07-15 00:24:36+00:00,"My experience with Bark has been extremely disappointing.
I used Bark to find a contractor because I believed the platform offered a trustworthy way to connect with reputable tradespeople. Unfortunately, when serious issues arose with the work carried out, I found Bark to be of very little assistance in helping to resolve the dispute.
What concerns me most is how easy it appears for traders to create a profile and obtain work. As a customer, I was left with the impression that the checks carried out before allowing traders onto the platform were not as robust as I had expected.
When I later needed a business address in order to pursue legal action, Bark refused to provide it, citing data protection. While I understand that data protection laws exist, it left me with no practical way to serve legal documents on the trader, despite trying to resolve the matter properly through the courts.
In my experience, the platform offers very limited support once something goes wrong, leaving customers to deal with the consequences on their own. I would strongly encourage anyone considering using Bark to carry out thorough independent checks on any trader before agreeing to any work, rather than relying solely on reviews or the fact they are listed on the platform.
Based on my personal experience, I would not use Bark again.",Relevant,Unknown,Low,Other / Manual Review,High,Relevant,Customer,Provider quality | Provider verification / safety | Dispute protection,High,"Customer reports serious contractor issues, weak vetting expectations and limited help obtaining information needed for legal action.",AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a12ff8c3d935add484c51c2,Yelp,1,2026-05-24 15:39:24+00:00,Takes down reviews on the lease owners comment  they  been tested with four different individuals anything that’s negative about the premises it gets taken down immediately because of the relationships with the business and yelp,Review,Unknown,Low,Other / Manual Review,Low,Relevant,Unknown,Review trust | Misleading claims / transparency,Medium,Reviewer alleges Yelp removes negative reviews at business owners' request due relationships.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a623832b2a569b835cc797d,Yelp,1,2026-07-23 17:50:10+00:00,"Yelp are absolutely scammers. While opening an account with them they said they will be no charges and the charges would be initiated next month but later 2 weeks they charged me $250 and I didn’t any single lead from Yelp. All the clicks were made by their supporting team to show the clicks on my account and to charge.
Absolutely ridiculous service and scamming.",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Misleading claims / transparency | Billing / refunds | Poor ROI / expensive leads,Medium,"Business says promised no initial charge, was charged $250 after two weeks and received no leads.",AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
69c2e836406780c107573311,Yelp,1,2026-03-24 21:38:30+00:00,Absolutely garbage I am advertising with them and I get a lot of called non for work just people trying to sell me advertising and leads . Save yourself time money and effort. Do not use yelp business ads complete and utter garbage.,Relevant,Service Provider / Business,High,Other / Manual Review,Low,Relevant,Service Provider / Business,Poor ROI / expensive leads | Privacy / unwanted contact,Medium,Yelp advertiser reports sales/marketing calls rather than useful work leads.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a35a3d9708dd56b6e581597,Checkatrade,1,2026-06-19 22:17:29+00:00,"I have been a member for years and checkatrade has turned awful.

Checkatrade wanted around £350 per month for leads, so I moved onto their PAYG model. During this process, categories that had been removed from my account for years suddenly appeared on my profile again and I was then charged for leads relating to work I do not undertake.
I immediately raised this and asked a very simple question: who reactivated these categories and when? Despite five emails, I still have not been given an answer.

My complaint was escalated to a senior member of staff and I was promised a written outcome. Since then I have sent five follow-up emails and have received no response whatsoever. The only thing I have received are automated emails asking me to rate the service.

The most frustrating part is not even the disputed charges, it's the complete lack of communication and accountability when trying to get answers.

Based on my experience, I would strongly advise other tradespeople to keep a close eye on their account settings, categories and lead charges. I have completely lost confidence in the company and know a number of other trades who are now moving away from the platform.",Relevant,Service Provider / Business,High,Unresponsive leads,Medium,Relevant,Service Provider / Business,Billing / refunds | Customer support | Platform usability,Medium,"Removed service categories reappeared, causing unwanted lead charges; repeated support/escalation emails went unanswered.",AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a05de3563487ed5c2950143,Bark,2,2026-05-14 16:37:41+00:00,"Lots of contractors contacted me but they want to sell what they do and not what I am asking for.  Example - I want poured concrete for the driveway but they try to convince me interlocking is best but that's because that's their business.  Also, I have landscaping companies contacting me when it isn't landscaping that I needed.  The few contractors who came out to measure said they would provide an estimate, I never heard from them again after they leave. ",Relevant,Customer,High,Other / Manual Review,Low,Relevant,Customer,Poor matching / location | Provider quality,Medium,Wrong service providers contacted customer and several providers failed to follow through with estimates.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a2179b20249882f3eaa53df,Checkatrade,1,2026-06-04 15:12:18+00:00,I had chosen  them because of support if needed as back up if dealing with a problem to resolve with a tradesmen sadly this as been proven wrong after going round  in circles  for months the support is not there to my suprise I have been driven into  despair to the point you just  give up up on checkatrade support team something  to consider when using  them if you have to resolve  a dispute ,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Dispute protection | Customer support,High,Customer says expected dispute support was absent after months of circular handling.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
69b6a2ca07a3354ca03dd12d,Checkatrade,2,2026-03-15 14:15:06+00:00,"A real pain in the arse. I left a review on their site, I’m now bombarded by emails and texts. I never signed up for this harassment, ",Relevant,Customer,Medium,Too many provider contacts / spam | Privacy / unwanted contact,Medium,Relevant,Customer,Privacy / unwanted contact,Medium,Reviewer is bombarded with emails/texts after leaving a review.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a638b492e81b53fa9f5585c,Yell,1,2026-07-24 17:56:57+00:00,"Just had a call from Jack @ Yell. I might have considered getting involved with Yell but I find their patronising technique really off putting. They don't 'sell' like normal businesses - they try and tell you that you will fail without them. If that were the case, then how could we possibly be operating without them for the past X years? Maybe a good idea to lead with the positives and go from there? This way seems just too desperate, not to mention arrogant. See? I can give patronising, unsolicited advice too!   ",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Misleading claims / transparency,Low,Business prospect disliked fear-based/patronising sales claims.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
69bd53dcecee8e6ba1eaf174,Yell,2,2026-03-20 16:04:12+00:00,"So it started good as used previously. Went through what would suit - website and reputation manager 
But then it all went downhill. 
- was pushed into okaying the website even when I advised I was on holiday and apparently it couldn’t wait. Consequently website wasn’t what I wanted and I rebuilt it myself. 
- I was left a voicemail from account manager saying “no wonder you’re not getting any leads when you don’t answer the phone” - I was working 
- the leads were usually spam or people wanting buffets 
- I was marketed as a hog roast for months and it’s something I don’t do. 
- new and old account managers would book a call and then never call 
- new and old account managers just want to sell me more products. Why would I pay more when it hasn’t worked? 
- When I would answer they just want to sell you things and will not get off the phone when you tell them you’re busy 
- I am given tips on what I need to do. I do it and then it’s never good enough 
- I cancelled the direct debit and pay manually. I now get called 3 times a day to reinstate the direct debit 
- I have a month left and honestly it’s been a waste of money ",Relevant,Service Provider / Business,Medium,Poor ROI / expensive leads | Billing / refunds | Privacy / unwanted contact,Medium,Relevant,Service Provider / Business,Poor lead quality | Poor ROI / expensive leads | Customer support | Misleading claims / transparency | Privacy / unwanted contact,High,"Business reports irrelevant/spam leads, failed promises, poor account management, pressure to buy more and repeated payment calls.",AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
69cb967ff2593c59fa8a3702,Bark,2,2026-03-31 11:40:15+00:00,"Many contractors look like scammers, one scammed last year in a 27k project and then disappeared from the platform. I was being more careful this time and see many of them with reviews made in the last couple of months and it was common to see 10 - 20 reviews done in a single day for a given contractor which is clearly no genuine ",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Provider verification / safety | Review trust,High,Customer reports prior £27k scam and suspicious clusters of recent contractor reviews suggesting weak verification.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a0208c2a6edb7ee1c85270f,Yelp,1,2026-05-11 18:50:10+00:00,"Very disappointed with Yelp. Since starting ads with them, I have received mostly spam and scam calls instead of real customers. Some callers were asking for debit and credit card information, which was very concerning.  

I also tried contacting customer service to cancel the ads, but the experience was not helpful. On top of that, some real 5-star customer reviews on my business page were hidden, which made it even more frustrating.  

I spent money expecting real leads and support, but my experience was the opposite. I would not recommend Yelp for small businesses.",Relevant,Service Provider / Business,High,Privacy / unwanted contact,Medium,Relevant,Service Provider / Business,Poor ROI / expensive leads | Privacy / unwanted contact | Account / cancellation | Customer support | Review trust,High,"Business says ads produced spam/scam calls, cancellation support failed and legitimate positive reviews were hidden.",AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
66884e540944d9050a63f4f2,Yell,2,2024-07-05 21:49:40+00:00,Only been a week,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Unknown,Other,Low,Only says it has been one week; no specific complaint yet.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
66b257f3f3743c351e02b9e4,Yell,3,2024-08-06 19:05:55+00:00,I tell you more when work comes along 🙄,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Poor ROI / expensive leads,Low,Business is still waiting for work/results.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
69c59c8f9caeb51121c23e76,Bark,2,2026-03-26 22:52:31+00:00,"I was contacted by the company who stated they could provide reliable business leads and offered a guarantee. What I found curious was that 'leads' were entirely unresponsive, which is unusual and that as soon as your 'credits' have run out, you then start receiving emails stating 'X wants to work with you...10 (e.g) credits to respond'. ",Relevant,Service Provider / Business,High,Other / Manual Review,Low,Relevant,Service Provider / Business,Unresponsive leads | Poor ROI / expensive leads | Misleading claims / transparency,Medium,Guaranteed business leads were unresponsive while credit-purchase prompts continued.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a6494e7bef2fd190c229026,Yell,1,2026-07-25 12:50:15+00:00,"I previously rated my contact with them. I made a Subject Access Request. You will see their response. However they can block out the bits they claim they cannot disclose. Very simple. I feel the ICO will be happy with this. I feel YELL have put obstacles in the way unnecessarily.
I hope they will be helpful this time ?  Yell have been most awkward & unhelpful. I wouldn’t recommend to anyone.",Relevant,Unknown,Low,Privacy / unwanted contact,Medium,Relevant,Unknown,Privacy / unwanted contact | Customer support,Medium,Reviewer says Yell obstructed a Subject Access Request and was unhelpful.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a668f0622c420243e3dac1f,Bark,1,2026-07-27 00:49:42+00:00,Constantly spamming our business after asking several times not to Lucy Thompson ,Relevant,Service Provider / Business,High,Privacy / unwanted contact,Medium,Relevant,Service Provider / Business,Privacy / unwanted contact,Medium,Business reports continued spam after repeated requests to stop.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6989acb1a9535a6167c04c46,Yell,1,2026-02-09 11:45:21+00:00,I signed up with yell for business. They don’t care about having a positive impact on your business and how they can advertise for you. These people are crooks I didn’t even know what I was signing up for they put me under so much pressure. They just want your money. Every call I had with yell was about spending more money. Nothing was about the current statistics from being with yell…. Because it made no difference !!! I was told I was on a years contract so after a year I stopped paying. They decided to call me two months later to tell me I hadn’t paid for the next two months and now they are saying they will send it to a debt collectors if I don’t pay. They are quick to call you to get more money out of you but not to cancel what you want cancelled . ABSOLUTE SCAM.,Relevant,Service Provider / Business,High,Other / Manual Review,Low,Relevant,Service Provider / Business,Misleading claims / transparency | Account / cancellation | Billing / refunds,High,"Business says it was pressured into unclear contract, could not cancel, and was threatened with debt collection for further payments.",AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
69f5eea7078e6d34ea8f0318,Bark,2,2026-05-02 14:31:35+00:00,I had very few responses and the one that we met was not acceptable.,Relevant,Customer,Medium,Finding a provider / low response,Medium,Relevant,Customer,Finding a provider / low response | Provider quality,Medium,Customer had very few responses and the one provider met was unacceptable.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a467f16d4bf17b3b1fed169,Checkatrade,1,2026-07-02 17:09:10+00:00,We are receiving very poor leads ,Relevant,Service Provider / Business,Medium,Poor lead quality,Medium,Relevant,Service Provider / Business,Poor lead quality,Medium,Trades business reports very poor leads.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a594ec8e269dca66a0b3d4e,Bark,1,2026-07-16 23:36:08+00:00,Would not accept my email address even though it is valid. ,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Unknown,Platform usability,Low,Valid email address was rejected.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
69a63519ea09e34df858f37b,Yelp,1,2026-03-03 03:10:49+00:00,"Yelp caters to corporations/businesses and hides and/or threatens particular negative reviews in some instances. After telling of a detailed, horrific incident a the Denver 'Humane' Society euthanasia center, yelp deleted my review saying it was because I gave a personal account of the situation. I listed facts and wanted to warn others or to prepare or make other arrangements but yelp not only deleted the review but threatened me as well. Yelp is not operating with intergrity and is more like a nazi-type organization that believes in simply eliminating anything they don't like. ",Relevant,Customer,High,Review trust,Medium,Relevant,Customer,Review trust | Misleading claims / transparency,Medium,"Reviewer says Yelp deleted a detailed negative review and threatened them, alleging bias toward businesses.",AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
68455a3cfaae5094c85745a9,Yell,3,2025-06-08 11:39:08+00:00,"They beg for reviews, it’s very irritating. Had 7 emails after the job was done.  

",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Privacy / unwanted contact,Low,Repeated review-request emails after job completion.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
691dd62dd9c34b1e8ba1ee4f,Checkatrade,2,2025-11-19 16:37:33+00:00,Mostly poor level of response ot tradesmen don't follow through. Some questionable traders not happy to proceed with questionable reviews. Don't trust. ,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Finding a provider / low response | Provider verification / safety | Review trust,Medium,Customer reports poor follow-through and distrust of questionable traders/reviews.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
69bb2b1f74a789ad65a78f6b,Yelp,1,2026-03-19 00:45:51+00:00,"Unacceptable Quality Control and Dismissive Support from Seiko
I purchased a Seiko automatic watch on January 4th. After barely two months of normal daily wear, it began losing 10–15 seconds per day. I wear the watch all day, every day, so lack of wrist movement is not the issue.
When I contacted Seiko, I was told the solution was to “shake the watch 30 times every morning.” That response is not only dismissive — it’s an admission that the product is not functioning as it should. No new automatic watch should require a daily shaking ritual to stay accurate.
This is a clear quality‑control failure paired with customer service that avoids responsibility instead of addressing the defect. I expected far better from a brand that claims to stand behind its craftsmanship.",Review,Unknown,Low,Other / Manual Review,Low,Exclude,Not applicable,Not applicable,Not applicable,"Review is solely about Seiko product/support, not Yelp.",AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
69f30d00fccf03d853c51a8a,Bark,2,2026-04-30 10:04:16+00:00,"Sent me recommendations for a window cleaner 80 miles away. Demanded phone number and setting an account up. 

Far to bothersome, I'm not looking for a nuclear physicist",Relevant,Customer,Medium,Poor matching / location,Medium,Relevant,Customer,Poor matching / location | Platform usability,Medium,Window-cleaner recommendation was 80 miles away and sign-up/phone requirements felt burdensome.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6878ee70b4e9ce188639bbad,Checkatrade,2,2025-07-17 14:37:05+00:00,I got hold of the Electrician services through the Checkatrade leaflet. I have tried to get an Electrician through the app with unsuccessful search. No electrician wanted to service my job. The app is running through AI and it is not working. The best thing to do is get through the local Checkatrade leaflet information and contact details.,Relevant,Customer,High,Other / Manual Review,Low,Relevant,Customer,Finding a provider / low response | Platform usability,Medium,App search failed to find an electrician; reviewer says AI/app does not work.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a6e3bf5e875e9326bda98d0,Checkatrade,1,2026-08-01 20:33:25+00:00,The reviews of work done have no resemblance to the work carried out for me.I used checkatrade twice.In both instances the work done made it worse than it was previously.One was for guttering.This rogue company gives a reasonable price for what was a simple job and then does a shoddy job making me feel like crying with the guttering.They then seem aggressive and as a single woman you just hand over the money or you feel there may be repercussions.They then request £850 if I want a piece of guttering replaced and a simple downpipe.Another so called painter decorator ruined the wooden sash windows and ledges with thick streaky paint and sticks of paint down the areas that he painted.Filler was not sanded before painted so it looks like a seven year old took a paint brush to my house.Inwill never trust this platform again.,Relevant,Customer,High,Provider quality,Medium,Relevant,Customer,Review trust | Provider quality | Pricing / quote transparency | Provider verification / safety,High,Customer says highly reviewed Checkatrade trades repeatedly produced shoddy/aggressive work and high remedial quotes.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a583215ad5e1229d6ceec08,Yelp,1,2026-07-16 03:21:25+00:00,"★☆☆☆☆

If I could give less than one star, I would.

My experience with Yelp Ads has been extremely disappointing. 
The sales process felt aggressive, and canceling the service has been far more difficult than signing up. 
There is no clear option to cancel online through the app or business dashboard. Instead, I was told I must call during business hours just to stop my advertising.

As a small business owner, I found this process frustrating and unnecessarily time-consuming. 
I also felt pressured during my interactions with Yelp. 
Businesses should be able to cancel their subscriptions as easily as they can start them.

I cannot recommend Yelp Ads based on my experience.",Relevant,Service Provider / Business,High,Other / Manual Review,Low,Relevant,Service Provider / Business,Account / cancellation | Misleading claims / transparency,Medium,Business describes aggressive ad sales and an unnecessarily difficult cancellation process.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a70f7d0707e6d2d3fd42b1b,Checkatrade,1,2026-08-03 22:19:28+00:00,If You're a Trader. These lots are complete Sharks.   Also it's supposed to be 189 per month  they tried to take 239. After I cancelled the service.   This isn't on.   Lots of traders are complaining ,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Billing / refunds | Account / cancellation,Medium,Tradesperson says Checkatrade attempted higher-than-agreed charge after cancellation.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a2ea0b1aa8be964de46ac0a,Bark,1,2026-06-14 14:38:09+00:00,"Pour les clients c’est probablement un bon outil pour les artisans et les prestataires c’est nul.
Nous payons pour avoir accès aux coordonnées d’un prospect:
- pas de réponses 
- parfois un faux numéro de téléphone et les unités dépensées sont perdues 
- des échanges qui ne mènent à rien car la personne choisit probablement le plus offrant sans avoir idée de la qualité 
Malgré l’offre de redonner les unités si aucun prospect n’est converti en client , zéro client trouvé via ce site .
Donc bye bye l’arnaque .
Les vrais clients sérieux prennent leur téléphone et appellent les professionnels de leur zone géographique . Ici on ne trouve que des indécis ou des gens qui veulent voir sans payer.
",Relevant,Service Provider / Business,Medium,Other / Manual Review,Low,Relevant,Service Provider / Business,Unresponsive leads | Fake / invalid leads | Poor lead quality | Poor ROI / expensive leads | Billing / refunds,Medium,"French provider reports nonresponses, false numbers, weak prospects, lost credits and zero converted clients.",AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
69fd3137a2a00e005bca9549,Yelp,1,2026-05-08 02:41:27+00:00,"It’s disappointing to see how platforms claim to support small businesses while filtering or hiding many authentic positive customer experiences, yet prominently displaying a single negative review.
We were repeatedly encouraged to purchase advertising, and after declining, it became difficult not to question the visibility of our genuine customer feedback. Transparency should matter for both businesses and consumers.
As a business owner, we welcome honest feedback and continuously improve from it. But review platforms should ensure fairness, authenticity, and balanced representation — not create environments where businesses feel pressured into paid advertising to protect their reputation.
",Review,Service Provider / Business,High,Other / Manual Review,Low,Relevant,Service Provider / Business,Review trust | Misleading claims / transparency,Medium,Business alleges authentic positive feedback is hidden while advertising pressure affects perceived fairness.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
6a58dfe5810e52131209a64d,Checkatrade,1,2026-07-16 15:43:01+00:00,"Don't use checkatrade. Everyone on their app is a scammer. Got quoted 10k for house works related to 'damp issues', but an independent damp survey highlighted no damp issues; the worker completely lied to get my money. Do not use checkatrade, and definitely do not use Paul & Co Plumbing ",Relevant,Customer,Medium,Provider verification / safety,High,Relevant,Customer,Provider verification / safety | Pricing / quote transparency,High,Customer alleges Checkatrade-listed worker fabricated damp problem to obtain a £10k job.,AI-assisted annotation by ChatGPT,first_pass_needs_human_audit
