reviewId,competitor,rating,text,manual_user_type,v2_complaint_themes,manual_complaint_themes,v2_severity,manual_severity,theme_rationale,severity_rationale
6928264b92e8c8cc429bd508,Yell,1,"Avoid this company at all costs.
My experience with Yell has been financially damaging, emotionally draining, and riddled with systemic failures across almost every department I dealt with.

Apologies to Conor the account manager for having to write this.  He was a very nice and helpful guy.  The failings are systematic and nothing to do with him. 

I signed up for what was sold to me as a performance-based acquisition system designed to bring in paying customers. That was repeated across multiple calls and never corrected. In reality, what I received was a stream of low-quality, irrelevant enquiries that did not match the service I provide. This was completely different from the product that was advertised and sold to me.

Over six months, I paid approximately £6,000 for a service that failed on every level:

▪ Zero proactive campaign management

Ads were left switched off for long periods without anyone noticing.
When I asked why basic marketing fundamentals were missing (retargeting, exclusions, lookalikes, job-title targeting), I was told ads are “not proactively managed unless clients complain.” That alone speaks volumes.

▪ Wrong targeting and wrong messaging

Despite providing detailed instructions again and again, Yell repeatedly advertised the wrong message, the wrong offer, and targeted the wrong regions and demographics.

▪ Severe billing issues

Yell took duplicate payments, charged more months than agreed, and then told me to sort it out through my bank - something no reputable company should ever tell a customer. Months later, key refunds still were not resolved.

▪ Complete breakdown in communication

I raised multiple formal complaints.
Not one was acknowledged or responded to within the timeframes they themselves set.
Even now, they have not provided the required resolutions.

▪ Massive impact on my business

Before using Yell, my coaching business was stable with strong client numbers.
After months of failed delivery, wasted ad spend, mismanagement, and time spent correcting their errors, my business fell into serious financial distress.

I was forced to run my own ads at £5/day just to stay visible, because I had no budget left - all my capital was tied up in a system that did not function.

▪ Hours of my own time wasted

I spent countless hours writing emails, rewriting ad copy, guiding their staff, reviewing errors, submitting complaints, and trying to help them deliver the product I had already paid for. None of this work should ever fall on the client.

The only positive

Conor, the account manager, was polite and made genuine efforts - but even he was blocked by Yell’s broken internal systems. The problem is not staff like him. The problem is the structure, the lack of capability, and the systemic failures in the organisation.

Bottom line:

Yell sold me one thing, delivered something completely different, mishandled my payments, ignored my complaints, damaged my business, and wasted months of my time.

I cannot recommend strongly enough that businesses avoid Yell.

There are far better marketing services out there, and many far cheaper ones that will still outperform what I received.

As Yell have not responded or acknowledged my official complaint emails I have had to raise with the ASA, Trading Standards, ICO, CMA and prepare for small claims court.  I appreciate the polite response Penny however I’ve tried to settle this amicably for months now.  ",Service Provider / Business,Poor lead quality | Poor ROI / expensive leads | Billing / refunds | Customer support | Misleading claims / transparency,Poor lead quality | Billing / refunds,High,High,Primary: Poor lead quality; Secondary: Billing / refunds,"Serious safety, legal, debt-collection, or account-security impact"
6728efcea6f21d7ee1bf72e3,Yell,2,People really friendly and understanding on the phone obviously good sales skills.But once you go into a 12 month contract there is no one calling or checking on you. Analytics show things that don't exist. As a customer I was with them 12 months on my contract and got 0 customers. ,Service Provider / Business,Misleading claims / transparency | Poor ROI / expensive leads | Customer support,Sales pressure / contract terms,Medium,Medium,Primary: Sales pressure / contract terms,"Meaningful service, financial, trust, support, or account failure"
67e3fa2ef67fc2f1ad08fb3b,Yell,2,I feel that the rep was so good at her sales job and that I’m so desperate to help my business that I have been preyed on a little and bought in to 12 months of just more debt. I feel that Yell used Google - Microsoft and Alexsa as more ways to reel me in believing it was going to work for my business. I only signed up last week but I already regret my decision in signing up. ,Service Provider / Business,Misleading claims / transparency | Account / cancellation,Misleading claims / transparency,Medium,Medium,Primary: Misleading claims / transparency,"Meaningful service, financial, trust, support, or account failure"
6a4659b8b78a495ec6c48b78,Yell,1,"I submitted a full listing, was told approval takes 2 days, and heard nothing for 4. I contacted customer service to chase the approval and, at the same time, clearly stated I did not want my phone number published. Nobody told me this was a problem. They said the request had been escalated to get the listing approved.

A day later I got a call that turned out to be a long, mandatory SEO sales pitch, I was asked about pricing, margins, travel radius, website traffic, and more, all framed as necessary to ""list my business,"" while being used to push their paid services. I told the agent repeatedly, multiple times, that I did not want my number listed. He said ""OK"" each time. At the end of the call, he told me the listing was published. I checked the listing and found my number published, against explicit instructions I'd now given to two separate people. I went to live chat to get it removed. Instead of addressing what I'd actually said, I was met with a wall of scripted ""guidelines"" language, repeated regardless of what I typed. When I explicitly stated I was revoking my consent under GDPR, they didn't engage with that at all, just more guidelines, as if their internal policy overrides UK data protection law.

This isn't a case of me not understanding how the platform works. I gave clear, repeated, explicit instructions to two different people before anything was published, and was actively reassured both times. Yell published my personal data anyway, then treated a formal GDPR consent withdrawal as something to be managed with a script rather than a legal right. Followed all this up with an unsolicited email telling me what's ""wrong"" with my SEO.

I've now spent hours dealing with a problem they created, on top of a sales process that used data-gathering as leverage before I'd even agreed to anything.

If you're a business with any reason to keep your number off a public listing, be aware that ""no"" does not seem to register with their staff until it's already too late.",Service Provider / Business,Privacy / unwanted contact | Customer support | Misleading claims / transparency,Privacy / unwanted contact | Customer support,High,Medium,Primary: Privacy / unwanted contact; Secondary: Customer support,"Meaningful service, financial, trust, support, or account failure"
6942f1015f5ec577f64bbe03,Yell,1,"Yell has removed my negative review of a local business that I had an experience with, who coincidentally pays for advertising from Yell. Their email stated:

 “Please note that our decision is final and we will not consider any further complaints regarding the removal of your review. Any such complaints will be closed automatically, and you will not receive any further correspondence from us in relation to it.”

The fact that a business can report a review as malicious and have it removed so easily has completely eroded my trust in Yell.

Reply: I’ve emailed you via the email you provided. My review does not appear to break any guidelines. The outcome of the correspondence I receive may amend my review. 
",Customer,Review trust | Customer support,Review trust / moderation,Medium,Medium,Primary: Review trust / moderation,"Meaningful service, financial, trust, support, or account failure"
69b03909706468c58e5ac165,Yell,1,"I had advertising with Yell, but the service delivered was far below what was promised. I received little to no support, and the only contact I got was regarding payments.

I formally requested cancellation of all services and confirmation that no further charges would be taken. Despite repeated attempts, the process has been slow and difficult.

Businesses should be aware that Yell’s advertising may not provide the results they promise, and cancelling can require persistence.",Service Provider / Business,Misleading claims / transparency | Poor ROI / expensive leads | Account / cancellation | Customer support,Misleading claims / transparency | Account access / cancellation,Medium,Medium,Primary: Misleading claims / transparency; Secondary: Account access / cancellation,"Meaningful service, financial, trust, support, or account failure"
6a478746378d36674423713b,Yell,1,Yell takes my money and doesn't provide a service of any value. I have paid them already over £5000 and not received any enquiries let alone new business. Yell should be avoided at all cost.,Service Provider / Business,Poor ROI / expensive leads,Poor ROI / expensive leads,High,Medium,Primary: Poor ROI / expensive leads,"Meaningful service, financial, trust, support, or account failure"
6a28132d1c46845c9df00ef6,Yelp,1,Get your sign-up system sorted. Amateurs,Unknown,Platform usability,Platform usability / technical issues,Low,Low,Primary: Platform usability / technical issues,Minor inconvenience or friction without clear material harm
69c2e836406780c107573311,Yelp,1,Absolutely garbage I am advertising with them and I get a lot of called non for work just people trying to sell me advertising and leads . Save yourself time money and effort. Do not use yelp business ads complete and utter garbage.,Service Provider / Business,Poor ROI / expensive leads | Privacy / unwanted contact,Poor ROI / expensive leads,Medium,Medium,Primary: Poor ROI / expensive leads,"Meaningful service, financial, trust, support, or account failure"
69e68cc1a45db760eabbd43b,Yelp,1,"I’m a customer of Yalp for more than 10 years. This company is very bad.
Do not waste your money with them.",Service Provider / Business,Poor ROI / expensive leads,Poor ROI / expensive leads,Low,Medium,Primary: Poor ROI / expensive leads,"Meaningful service, financial, trust, support, or account failure"
69d151d4898d8ee3bf7c21f6,Yelp,1,"I paid over $500 in ads and received 2 leads for my business Both went nowhere. Worst experience I had in my life. I've never been fuming with a service before like this. I cancelled multiple times because it was providing absolutely nothing for me. I called them on 3 separate occasions to be put on hold for 45 minutes to an hour. After talking to the ""customer support specialist"" I get told even though I tried to cancel it because Yelp is a ""Self Help"" company that I will not get a refund. Yeah because that's the only way they scam people out of money. Nobody would ever pay for ads if that was the case. If you ever see a free credit promotion DO NOT USE IT. This is the worlds worst and scummiest company I have ever done business with and I will be pulling myself completely off of this site. If I could give this place a million 1 star reviews I would. I have genuinely never hated a commpany so much in my career. It seems everyone else has the same thing going on. If only I had read the reviews before hand.",Service Provider / Business,Poor ROI / expensive leads | Billing / refunds | Account / cancellation | Customer support,Poor ROI / expensive leads | Account access / cancellation,High,High,Primary: Poor ROI / expensive leads; Secondary: Account access / cancellation,Explicit substantial financial impact (about 500)
6a2861c5eeece069dfcb1264,Yelp,1,"If you’re thinking of trusting Yelp, don’t.

This platform is turned into a pay‑to‑sanitize machine where businesses can BUY THEIR WAY OUT of accountability, and Yelp will bend over backwards to make sure negative reviews disappear.

My review was removed with some generic “conflict of interest” excuse — the same copy‑paste bullshit they use whenever a business waves a check in their face. Meanwhile, the actual conflict of interest is Yelp taking money from the same companies they’re supposed to keep honest.

Yelp isn’t protecting consumers BUT  protecting its paying clients.

They’ll find any excuse from “relationship with the business”, to “unclear experience”, to  “violates guidelines”, all sort of possible BS which ""fits the script"". 

However when you look all over online, you’ll see the same pattern:
zero‑star reviews vanish, legitimate complaints get buried, and businesses with crap reputations magically sit at 4.5 stars.

And good luck talking to a human.
There is no support, no accountability, no transparency. Just automated messages, dead ends, and a wall of silence while they quietly clean up the reputation of whoever pays them.

Yelp has become exactly what it claims to fight: a platform where money decides the truth.

If you’re anyone with a real experience to share, prepare to be ignored, filtered, or deleted.

Yelp is not a review platform anymore  but a a conflict‑of‑interest factory.",Customer,Review trust | Customer support | Misleading claims / transparency,Review trust / moderation | Customer support,Medium,Medium,Primary: Review trust / moderation; Secondary: Customer support,"Meaningful service, financial, trust, support, or account failure"
69e813ae2a4c4a9cef0a95f8,Yelp,1,"I am deeply concerned about the inconsistency in moderation decisions of the YELP website …A positive review I left for my doctor was removed without sufficient explanation. At the same time, another review containing explicit profanity, offensive language, and personal insults remains publicly visible.
This type of content clearly violates basic standards of respectful communication and undermines the credibility of their platform. Allowing such reviews to remain while removing legitimate, respectful feedback raises serious concerns about fairness and transparency in their review policies.
BAD company!!!",Customer,Review trust | Misleading claims / transparency,Review trust / moderation,Medium,Medium,Primary: Review trust / moderation,"Meaningful service, financial, trust, support, or account failure"
6a04a37e72f0d5ed312074d7,Yelp,1,"Yelp! refuses to factor in negative reviews of DLE Contracting (of Clarksville, TN), whose owner Dalton Levi Eatherly regularly livestreams himself harassing random African-Americans in Nashville, TN, and pointing a loaded gun at them when they react. An African-American family who used this company, based on Yelp's 5-star rating, could literally be endangering their lives. Yelp! must be BOYCOTTED, until they value the lives of people of color as much as the ""free speech"" of racist contractors.",Customer,Review trust | Provider verification / safety,Review trust / moderation,High,Medium,Primary: Review trust / moderation,"Meaningful service, financial, trust, support, or account failure"
6a24c34272cc77cc431a1ecc,Yelp,1,"Yelp and similar platforms simply take money from contractors without delivering any results. Don't expect help from Yelp—it’s pointless. You could spend your last dime and end up with nothing; that is an undeniable fact. I stopped using Yelp three years ago—canceling payments and leaving the platform—which resulted in a total loss of funds. Nevertheless, the damage done to my company could still be rectified if someone from Yelp's management reads this review. Please set things right before it’s too late; as a human being, I just want you to resolve this issue!",Service Provider / Business,Poor ROI / expensive leads | Customer support,Poor ROI / expensive leads,Medium,Medium,Primary: Poor ROI / expensive leads,"Meaningful service, financial, trust, support, or account failure"
